team_name,start_time,end_time,prize_category,sponsor_name,location
Test221,Sun Oct 22 2023 12:10:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 12:15:00 GMT-0400 (Eastern Daylight Time),Best Gamification Hack - Create Your Own Reality,Technica,4
Test231,Sun Oct 22 2023 12:00:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 12:05:00 GMT-0400 (Eastern Daylight Time),Best Accessibility Solution,Technica,5
Test231,Sun Oct 22 2023 12:05:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 12:10:00 GMT-0400 (Eastern Daylight Time),Best Startup Track Hack,Technica,5
Test231,Sun Oct 22 2023 12:10:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 12:15:00 GMT-0400 (Eastern Daylight Time),Best Research Track Hack,Technica,5
Test241,Sun Oct 22 2023 12:00:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 12:05:00 GMT-0400 (Eastern Daylight Time),Best UI/UX Hack,Technica,6
Test241,Sun Oct 22 2023 12:05:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 12:10:00 GMT-0400 (Eastern Daylight Time),Best Beginner Hack (College),Technica,6
Test241,Sun Oct 22 2023 12:10:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 12:15:00 GMT-0400 (Eastern Daylight Time),Best Beginner Hack (Middle & High School),Technica,6
Test251,Sun Oct 22 2023 12:00:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 12:05:00 GMT-0400 (Eastern Daylight Time),Best Social Good Hack,Technica,7
Test251,Sun Oct 22 2023 12:05:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 12:10:00 GMT-0400 (Eastern Daylight Time),Best Active-Wellness/Health Hack - Herbal Apothecary,Technica,7
Test301,Sun Oct 22 2023 12:05:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 12:10:00 GMT-0400 (Eastern Daylight Time),Best AI Powered Solution,Bloomberg Industry Group,8
Test301,Sun Oct 22 2023 12:00:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 12:05:00 GMT-0400 (Eastern Daylight Time),Best Financial Hack,Capital One,8
Test301,Sun Oct 22 2023 12:15:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 12:20:00 GMT-0400 (Eastern Daylight Time),Best Education Hack,Technica,8
Test311,Sun Oct 22 2023 12:00:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 12:05:00 GMT-0400 (Eastern Daylight Time),Best Use of FinTech,T. Rowe Price,9
Test311,Sun Oct 22 2023 12:05:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 12:10:00 GMT-0400 (Eastern Daylight Time),Best Hack for Sustainability,Optiver,9
Test321,Sun Oct 22 2023 12:00:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 12:05:00 GMT-0400 (Eastern Daylight Time),Climate Change Sentiment Analysis and Impacts on Housing,Fannie Mae,10
Test321,Sun Oct 22 2023 12:05:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 12:10:00 GMT-0400 (Eastern Daylight Time),Most “Ever Vigilant” Hack Against Spyware,CACI International,10
Test321,Sun Oct 22 2023 12:10:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 12:15:00 GMT-0400 (Eastern Daylight Time),Best Gamification Hack - Create Your Own Reality,Technica,10
Test331,Sun Oct 22 2023 12:00:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 12:05:00 GMT-0400 (Eastern Daylight Time),Best Accessibility Solution,Technica,11
Test331,Sun Oct 22 2023 12:05:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 12:10:00 GMT-0400 (Eastern Daylight Time),Best Startup Track Hack,Technica,11
Test331,Sun Oct 22 2023 12:10:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 12:15:00 GMT-0400 (Eastern Daylight Time),Best Research Track Hack,Technica,11
Test341,Sun Oct 22 2023 12:00:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 12:05:00 GMT-0400 (Eastern Daylight Time),Best UI/UX Hack,Technica,12
Test341,Sun Oct 22 2023 12:05:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 12:10:00 GMT-0400 (Eastern Daylight Time),Best Beginner Hack (College),Technica,12
Test341,Sun Oct 22 2023 12:10:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 12:15:00 GMT-0400 (Eastern Daylight Time),Best Beginner Hack (Middle & High School),Technica,12
Test351,Sun Oct 22 2023 12:00:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 12:05:00 GMT-0400 (Eastern Daylight Time),Best Social Good Hack,Technica,13
Test351,Sun Oct 22 2023 12:05:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 12:10:00 GMT-0400 (Eastern Daylight Time),Best Active-Wellness/Health Hack - Herbal Apothecary,Technica,13
Test2011,Sun Oct 22 2023 12:05:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 12:10:00 GMT-0400 (Eastern Daylight Time),Best AI Powered Solution,Bloomberg Industry Group,14
Test2011,Sun Oct 22 2023 12:00:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 12:05:00 GMT-0400 (Eastern Daylight Time),Best Financial Hack,Capital One,14
Test2011,Sun Oct 22 2023 12:15:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 12:20:00 GMT-0400 (Eastern Daylight Time),Best Education Hack,Technica,14
Test2111,Sun Oct 22 2023 12:05:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 12:10:00 GMT-0400 (Eastern Daylight Time),Best Use of FinTech,T. Rowe Price,15
Test2111,Sun Oct 22 2023 12:00:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 12:05:00 GMT-0400 (Eastern Daylight Time),Best Hack for Sustainability,Optiver,15
Test2211,Sun Oct 22 2023 12:05:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 12:10:00 GMT-0400 (Eastern Daylight Time),Climate Change Sentiment Analysis and Impacts on Housing,Fannie Mae,16
Test2211,Sun Oct 22 2023 12:00:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 12:05:00 GMT-0400 (Eastern Daylight Time),Most “Ever Vigilant” Hack Against Spyware,CACI International,16
Test2211,Sun Oct 22 2023 12:15:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 12:20:00 GMT-0400 (Eastern Daylight Time),Best Gamification Hack - Create Your Own Reality,Technica,16
Test2311,Sun Oct 22 2023 12:05:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 12:10:00 GMT-0400 (Eastern Daylight Time),Best Accessibility Solution,Technica,17
Test2311,Sun Oct 22 2023 12:00:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 12:05:00 GMT-0400 (Eastern Daylight Time),Best Startup Track Hack,Technica,17
Test2311,Sun Oct 22 2023 12:15:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 12:20:00 GMT-0400 (Eastern Daylight Time),Best Research Track Hack,Technica,17
Test2411,Sun Oct 22 2023 12:05:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 12:10:00 GMT-0400 (Eastern Daylight Time),Best UI/UX Hack,Technica,18
Test2411,Sun Oct 22 2023 12:00:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 12:05:00 GMT-0400 (Eastern Daylight Time),Best Beginner Hack (College),Technica,18
Test2411,Sun Oct 22 2023 12:15:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 12:20:00 GMT-0400 (Eastern Daylight Time),Best Beginner Hack (Middle & High School),Technica,18
Test2511,Sun Oct 22 2023 12:05:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 12:10:00 GMT-0400 (Eastern Daylight Time),Best Social Good Hack,Technica,19
Test2511,Sun Oct 22 2023 12:00:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 12:05:00 GMT-0400 (Eastern Daylight Time),Best Active-Wellness/Health Hack - Herbal Apothecary,Technica,19
Test3011,Sun Oct 22 2023 12:10:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 12:15:00 GMT-0400 (Eastern Daylight Time),Best AI Powered Solution,Bloomberg Industry Group,20
Test3011,Sun Oct 22 2023 12:15:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 12:20:00 GMT-0400 (Eastern Daylight Time),Best Financial Hack,Capital One,20
Test3011,Sun Oct 22 2023 12:00:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 12:05:00 GMT-0400 (Eastern Daylight Time),Best Education Hack,Technica,20
Test3111,Sun Oct 22 2023 12:05:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 12:10:00 GMT-0400 (Eastern Daylight Time),Best Use of FinTech,T. Rowe Price,21
Test3111,Sun Oct 22 2023 12:00:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 12:05:00 GMT-0400 (Eastern Daylight Time),Best Hack for Sustainability,Optiver,21
Test3211,Sun Oct 22 2023 12:05:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 12:10:00 GMT-0400 (Eastern Daylight Time),Climate Change Sentiment Analysis and Impacts on Housing,Fannie Mae,22
Test3211,Sun Oct 22 2023 12:00:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 12:05:00 GMT-0400 (Eastern Daylight Time),Most “Ever Vigilant” Hack Against Spyware,CACI International,22
Test3211,Sun Oct 22 2023 12:15:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 12:20:00 GMT-0400 (Eastern Daylight Time),Best Gamification Hack - Create Your Own Reality,Technica,22
Test3311,Sun Oct 22 2023 12:05:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 12:10:00 GMT-0400 (Eastern Daylight Time),Best Accessibility Solution,Technica,23
Test3311,Sun Oct 22 2023 12:00:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 12:05:00 GMT-0400 (Eastern Daylight Time),Best Startup Track Hack,Technica,23
Test3311,Sun Oct 22 2023 12:15:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 12:20:00 GMT-0400 (Eastern Daylight Time),Best Research Track Hack,Technica,23
Test3411,Sun Oct 22 2023 12:05:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 12:10:00 GMT-0400 (Eastern Daylight Time),Best UI/UX Hack,Technica,24
Test3411,Sun Oct 22 2023 12:00:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 12:05:00 GMT-0400 (Eastern Daylight Time),Best Beginner Hack (College),Technica,24
Test3411,Sun Oct 22 2023 12:15:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 12:20:00 GMT-0400 (Eastern Daylight Time),Best Beginner Hack (Middle & High School),Technica,24
Test3511,Sun Oct 22 2023 12:05:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 12:10:00 GMT-0400 (Eastern Daylight Time),Best Social Good Hack,Technica,25
Test3511,Sun Oct 22 2023 12:00:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 12:05:00 GMT-0400 (Eastern Daylight Time),Best Active-Wellness/Health Hack - Herbal Apothecary,Technica,25
Test2012,Sun Oct 22 2023 12:10:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 12:15:00 GMT-0400 (Eastern Daylight Time),Best AI Powered Solution,Bloomberg Industry Group,26
Test2012,Sun Oct 22 2023 12:15:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 12:20:00 GMT-0400 (Eastern Daylight Time),Best Financial Hack,Capital One,26
Test2012,Sun Oct 22 2023 12:00:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 12:05:00 GMT-0400 (Eastern Daylight Time),Best Education Hack,Technica,26
Test2112,Sun Oct 22 2023 12:10:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 12:15:00 GMT-0400 (Eastern Daylight Time),Best Use of FinTech,T. Rowe Price,27
Test2112,Sun Oct 22 2023 12:15:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 12:20:00 GMT-0400 (Eastern Daylight Time),Best Hack for Sustainability,Optiver,27
Test2212,Sun Oct 22 2023 12:10:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 12:15:00 GMT-0400 (Eastern Daylight Time),Climate Change Sentiment Analysis and Impacts on Housing,Fannie Mae,28
Test2212,Sun Oct 22 2023 12:15:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 12:20:00 GMT-0400 (Eastern Daylight Time),Most “Ever Vigilant” Hack Against Spyware,CACI International,28
Test2212,Sun Oct 22 2023 12:00:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 12:05:00 GMT-0400 (Eastern Daylight Time),Best Gamification Hack - Create Your Own Reality,Technica,28
Test2312,Sun Oct 22 2023 12:10:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 12:15:00 GMT-0400 (Eastern Daylight Time),Best Accessibility Solution,Technica,29
Test2312,Sun Oct 22 2023 12:15:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 12:20:00 GMT-0400 (Eastern Daylight Time),Best Startup Track Hack,Technica,29
Test2312,Sun Oct 22 2023 12:00:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 12:05:00 GMT-0400 (Eastern Daylight Time),Best Research Track Hack,Technica,29
Test2412,Sun Oct 22 2023 12:10:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 12:15:00 GMT-0400 (Eastern Daylight Time),Best UI/UX Hack,Technica,30
Test2412,Sun Oct 22 2023 12:15:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 12:20:00 GMT-0400 (Eastern Daylight Time),Best Beginner Hack (College),Technica,30
Test2412,Sun Oct 22 2023 12:00:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 12:05:00 GMT-0400 (Eastern Daylight Time),Best Beginner Hack (Middle & High School),Technica,30
Test2512,Sun Oct 22 2023 12:10:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 12:15:00 GMT-0400 (Eastern Daylight Time),Best Social Good Hack,Technica,31
Test2512,Sun Oct 22 2023 12:15:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 12:20:00 GMT-0400 (Eastern Daylight Time),Best Active-Wellness/Health Hack - Herbal Apothecary,Technica,31
Test3012,Sun Oct 22 2023 12:15:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 12:20:00 GMT-0400 (Eastern Daylight Time),Best AI Powered Solution,Bloomberg Industry Group,32
Test3012,Sun Oct 22 2023 12:10:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 12:15:00 GMT-0400 (Eastern Daylight Time),Best Financial Hack,Capital One,32
Test3012,Sun Oct 22 2023 12:05:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 12:10:00 GMT-0400 (Eastern Daylight Time),Best Education Hack,Technica,32
Test3112,Sun Oct 22 2023 12:10:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 12:15:00 GMT-0400 (Eastern Daylight Time),Best Use of FinTech,T. Rowe Price,33
Test3112,Sun Oct 22 2023 12:15:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 12:20:00 GMT-0400 (Eastern Daylight Time),Best Hack for Sustainability,Optiver,33
Test3212,Sun Oct 22 2023 12:10:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 12:15:00 GMT-0400 (Eastern Daylight Time),Climate Change Sentiment Analysis and Impacts on Housing,Fannie Mae,34
Test3212,Sun Oct 22 2023 12:15:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 12:20:00 GMT-0400 (Eastern Daylight Time),Most “Ever Vigilant” Hack Against Spyware,CACI International,34
Test3212,Sun Oct 22 2023 12:00:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 12:05:00 GMT-0400 (Eastern Daylight Time),Best Gamification Hack - Create Your Own Reality,Technica,34
Test3312,Sun Oct 22 2023 12:10:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 12:15:00 GMT-0400 (Eastern Daylight Time),Best Accessibility Solution,Technica,35
Test3312,Sun Oct 22 2023 12:15:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 12:20:00 GMT-0400 (Eastern Daylight Time),Best Startup Track Hack,Technica,35
Test3312,Sun Oct 22 2023 12:00:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 12:05:00 GMT-0400 (Eastern Daylight Time),Best Research Track Hack,Technica,35
Test3412,Sun Oct 22 2023 12:10:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 12:15:00 GMT-0400 (Eastern Daylight Time),Best UI/UX Hack,Technica,36
Test3412,Sun Oct 22 2023 12:15:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 12:20:00 GMT-0400 (Eastern Daylight Time),Best Beginner Hack (College),Technica,36
Test3412,Sun Oct 22 2023 12:00:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 12:05:00 GMT-0400 (Eastern Daylight Time),Best Beginner Hack (Middle & High School),Technica,36
Test3512,Sun Oct 22 2023 12:10:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 12:15:00 GMT-0400 (Eastern Daylight Time),Best Social Good Hack,Technica,37
Test3512,Sun Oct 22 2023 12:15:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 12:20:00 GMT-0400 (Eastern Daylight Time),Best Active-Wellness/Health Hack - Herbal Apothecary,Technica,37
Test2013,Sun Oct 22 2023 12:00:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 12:05:00 GMT-0400 (Eastern Daylight Time),Best Hack Promoting Education or Public Health,Bloomberg,38
Test2013,Sun Oct 22 2023 12:10:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 12:15:00 GMT-0400 (Eastern Daylight Time),Best Financial Hack,Capital One,38
Test2013,Sun Oct 22 2023 12:05:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 12:10:00 GMT-0400 (Eastern Daylight Time),Best Education Hack,Technica,38
Test2113,Sun Oct 22 2023 12:15:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 12:20:00 GMT-0400 (Eastern Daylight Time),Best Use of FinTech,T. Rowe Price,39
Test2113,Sun Oct 22 2023 12:10:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 12:15:00 GMT-0400 (Eastern Daylight Time),Best Hack for Sustainability,Optiver,39
Test2213,Sun Oct 22 2023 12:15:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 12:20:00 GMT-0400 (Eastern Daylight Time),Climate Change Sentiment Analysis and Impacts on Housing,Fannie Mae,40
Test2213,Sun Oct 22 2023 12:10:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 12:15:00 GMT-0400 (Eastern Daylight Time),Most “Ever Vigilant” Hack Against Spyware,CACI International,40
Test2213,Sun Oct 22 2023 12:05:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 12:10:00 GMT-0400 (Eastern Daylight Time),Best Gamification Hack - Create Your Own Reality,Technica,40
Test2313,Sun Oct 22 2023 12:15:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 12:20:00 GMT-0400 (Eastern Daylight Time),Best Accessibility Solution,Technica,41
Test2313,Sun Oct 22 2023 12:10:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 12:15:00 GMT-0400 (Eastern Daylight Time),Best Startup Track Hack,Technica,41
Test2313,Sun Oct 22 2023 12:05:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 12:10:00 GMT-0400 (Eastern Daylight Time),Best Research Track Hack,Technica,41
Test2413,Sun Oct 22 2023 12:15:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 12:20:00 GMT-0400 (Eastern Daylight Time),Best UI/UX Hack,Technica,42
Test2413,Sun Oct 22 2023 12:10:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 12:15:00 GMT-0400 (Eastern Daylight Time),Best Beginner Hack (College),Technica,42
Test2413,Sun Oct 22 2023 12:05:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 12:10:00 GMT-0400 (Eastern Daylight Time),Best Beginner Hack (Middle & High School),Technica,42
Test2513,Sun Oct 22 2023 12:15:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 12:20:00 GMT-0400 (Eastern Daylight Time),Best Social Good Hack,Technica,43
Test2513,Sun Oct 22 2023 12:10:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 12:15:00 GMT-0400 (Eastern Daylight Time),Best Active-Wellness/Health Hack - Herbal Apothecary,Technica,43
Test3013,Sun Oct 22 2023 12:00:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 12:05:00 GMT-0400 (Eastern Daylight Time),Best Hack Promoting Education or Public Health,Bloomberg,44
Test3013,Sun Oct 22 2023 12:20:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 12:25:00 GMT-0400 (Eastern Daylight Time),Best Financial Hack,Capital One,44
Test3013,Sun Oct 22 2023 12:25:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 12:30:00 GMT-0400 (Eastern Daylight Time),Best Education Hack,Technica,44
Test3113,Sun Oct 22 2023 12:15:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 12:20:00 GMT-0400 (Eastern Daylight Time),Best Use of FinTech,T. Rowe Price,45
Test3113,Sun Oct 22 2023 12:10:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 12:15:00 GMT-0400 (Eastern Daylight Time),Best Hack for Sustainability,Optiver,45
Test3213,Sun Oct 22 2023 12:15:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 12:20:00 GMT-0400 (Eastern Daylight Time),Climate Change Sentiment Analysis and Impacts on Housing,Fannie Mae,46
Test3213,Sun Oct 22 2023 12:10:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 12:15:00 GMT-0400 (Eastern Daylight Time),Most “Ever Vigilant” Hack Against Spyware,CACI International,46
Test3213,Sun Oct 22 2023 12:05:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 12:10:00 GMT-0400 (Eastern Daylight Time),Best Gamification Hack - Create Your Own Reality,Technica,46
Test3313,Sun Oct 22 2023 12:15:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 12:20:00 GMT-0400 (Eastern Daylight Time),Best Accessibility Solution,Technica,47
Test3313,Sun Oct 22 2023 12:10:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 12:15:00 GMT-0400 (Eastern Daylight Time),Best Startup Track Hack,Technica,47
Test3313,Sun Oct 22 2023 12:05:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 12:10:00 GMT-0400 (Eastern Daylight Time),Best Research Track Hack,Technica,47
Test3413,Sun Oct 22 2023 12:15:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 12:20:00 GMT-0400 (Eastern Daylight Time),Best UI/UX Hack,Technica,48
Test3413,Sun Oct 22 2023 12:10:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 12:15:00 GMT-0400 (Eastern Daylight Time),Best Beginner Hack (College),Technica,48
Test3413,Sun Oct 22 2023 12:05:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 12:10:00 GMT-0400 (Eastern Daylight Time),Best Beginner Hack (Middle & High School),Technica,48
Test3513,Sun Oct 22 2023 12:15:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 12:20:00 GMT-0400 (Eastern Daylight Time),Best Social Good Hack,Technica,49
Test3513,Sun Oct 22 2023 12:10:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 12:15:00 GMT-0400 (Eastern Daylight Time),Best Active-Wellness/Health Hack - Herbal Apothecary,Technica,49
Test2014,Sun Oct 22 2023 12:05:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 12:10:00 GMT-0400 (Eastern Daylight Time),Best Hack Promoting Education or Public Health,Bloomberg,50
Test2014,Sun Oct 22 2023 12:20:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 12:25:00 GMT-0400 (Eastern Daylight Time),Best Financial Hack,Capital One,50
Test2014,Sun Oct 22 2023 12:25:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 12:30:00 GMT-0400 (Eastern Daylight Time),Best Education Hack,Technica,50
Test2114,Sun Oct 22 2023 12:20:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 12:25:00 GMT-0400 (Eastern Daylight Time),Best Use of FinTech,T. Rowe Price,51
Test2114,Sun Oct 22 2023 12:25:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 12:30:00 GMT-0400 (Eastern Daylight Time),Best Hack for Sustainability,Optiver,51
Test2214,Sun Oct 22 2023 12:20:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 12:25:00 GMT-0400 (Eastern Daylight Time),Climate Change Sentiment Analysis and Impacts on Housing,Fannie Mae,52
Test2214,Sun Oct 22 2023 12:25:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 12:30:00 GMT-0400 (Eastern Daylight Time),Most “Ever Vigilant” Hack Against Spyware,CACI International,52
Test2214,Sun Oct 22 2023 12:30:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 12:35:00 GMT-0400 (Eastern Daylight Time),Best Gamification Hack - Create Your Own Reality,Technica,52
